index,predicted_label,model_name
3663,Formal,typhoon-v2.1-12b-instruct
3664,Semi-formal,typhoon-v2.1-12b-instruct
3665,Formal,typhoon-v2.1-12b-instruct
3666,Semi-formal,typhoon-v2.1-12b-instruct
3667,Semi-formal,typhoon-v2.1-12b-instruct
3668,Casual,typhoon-v2.1-12b-instruct
3669,Semi-formal,typhoon-v2.1-12b-instruct
3670,Ceremonial,typhoon-v2.1-12b-instruct
3671,Formal,typhoon-v2.1-12b-instruct
3672,Formal,typhoon-v2.1-12b-instruct
3673,Casual,typhoon-v2.1-12b-instruct
3674,Semi-formal,typhoon-v2.1-12b-instruct
3675,Formal,typhoon-v2.1-12b-instruct
3676,Formal,typhoon-v2.1-12b-instruct
3677,Semi-formal,typhoon-v2.1-12b-instruct
3678,Formal,typhoon-v2.1-12b-instruct
3679,Formal,typhoon-v2.1-12b-instruct
3680,Ceremonial,typhoon-v2.1-12b-instruct
3681,Formal,typhoon-v2.1-12b-instruct
3682,Formal,typhoon-v2.1-12b-instruct
3683,Formal,typhoon-v2.1-12b-instruct
3684,Casual,typhoon-v2.1-12b-instruct
3685,Ceremonial,typhoon-v2.1-12b-instruct
3686,Formal,typhoon-v2.1-12b-instruct
3687,Semi-formal,typhoon-v2.1-12b-instruct
3688,Ceremonial,typhoon-v2.1-12b-instruct
3689,Formal,typhoon-v2.1-12b-instruct
3690,Formal,typhoon-v2.1-12b-instruct
3691,Formal,typhoon-v2.1-12b-instruct
3692,Semi-formal,typhoon-v2.1-12b-instruct
3693,Formal,typhoon-v2.1-12b-instruct
3694,Ceremonial,typhoon-v2.1-12b-instruct
3695,Casual,typhoon-v2.1-12b-instruct
3696,Formal,typhoon-v2.1-12b-instruct
3697,Formal,typhoon-v2.1-12b-instruct
3698,Semi-formal,typhoon-v2.1-12b-instruct
3699,Semi-formal,typhoon-v2.1-12b-instruct
3700,Formal,typhoon-v2.1-12b-instruct
3701,Casual,typhoon-v2.1-12b-instruct
3702,Casual,typhoon-v2.1-12b-instruct
3703,Ceremonial,typhoon-v2.1-12b-instruct
3704,Casual,typhoon-v2.1-12b-instruct
3705,Ceremonial,typhoon-v2.1-12b-instruct
3706,Formal,typhoon-v2.1-12b-instruct
3707,Casual,typhoon-v2.1-12b-instruct
3708,Formal,typhoon-v2.1-12b-instruct
3709,Formal,typhoon-v2.1-12b-instruct
3710,Ceremonial,typhoon-v2.1-12b-instruct
3711,Formal,typhoon-v2.1-12b-instruct
3712,Semi-formal,typhoon-v2.1-12b-instruct
3713,Semi-formal,typhoon-v2.1-12b-instruct
3714,Semi-formal,typhoon-v2.1-12b-instruct
3715,Ceremonial,typhoon-v2.1-12b-instruct
3716,Semi-formal,typhoon-v2.1-12b-instruct
3717,Semi-formal,typhoon-v2.1-12b-instruct
3718,Ceremonial,typhoon-v2.1-12b-instruct
3719,Formal,typhoon-v2.1-12b-instruct
3720,Semi-formal,typhoon-v2.1-12b-instruct
3721,Semi-formal,typhoon-v2.1-12b-instruct
3722,Semi-formal,typhoon-v2.1-12b-instruct
3723,Formal,typhoon-v2.1-12b-instruct
3724,Ceremonial,typhoon-v2.1-12b-instruct
3725,Casual,typhoon-v2.1-12b-instruct
3726,Formal,typhoon-v2.1-12b-instruct
3727,Semi-formal,typhoon-v2.1-12b-instruct
3728,Semi-formal,typhoon-v2.1-12b-instruct
3729,Semi-formal,typhoon-v2.1-12b-instruct
3730,Formal,typhoon-v2.1-12b-instruct
3731,Semi-formal,typhoon-v2.1-12b-instruct
3732,Semi-formal,typhoon-v2.1-12b-instruct
3733,Semi-formal,typhoon-v2.1-12b-instruct
3734,Semi-formal,typhoon-v2.1-12b-instruct
3735,Ceremonial,typhoon-v2.1-12b-instruct
3736,Casual,typhoon-v2.1-12b-instruct
3737,Formal,typhoon-v2.1-12b-instruct
3738,Semi-formal,typhoon-v2.1-12b-instruct
3739,Semi-formal,typhoon-v2.1-12b-instruct
3740,Semi-formal,typhoon-v2.1-12b-instruct
3741,Ceremonial,typhoon-v2.1-12b-instruct
3742,Casual,typhoon-v2.1-12b-instruct
3743,Semi-formal,typhoon-v2.1-12b-instruct
3744,Formal,typhoon-v2.1-12b-instruct
3745,Semi-formal,typhoon-v2.1-12b-instruct
3746,Formal,typhoon-v2.1-12b-instruct
3747,Formal,typhoon-v2.1-12b-instruct
3748,Formal,typhoon-v2.1-12b-instruct
3749,Formal,typhoon-v2.1-12b-instruct
3750,Formal,typhoon-v2.1-12b-instruct
3751,Semi-formal,typhoon-v2.1-12b-instruct
3752,Semi-formal,typhoon-v2.1-12b-instruct
3753,Casual,typhoon-v2.1-12b-instruct
3754,Ceremonial,typhoon-v2.1-12b-instruct
3755,Semi-formal,typhoon-v2.1-12b-instruct
3756,Semi-formal,typhoon-v2.1-12b-instruct
3757,Formal,typhoon-v2.1-12b-instruct
3758,Formal,typhoon-v2.1-12b-instruct
3759,Semi-formal,typhoon-v2.1-12b-instruct
3760,Ceremonial,typhoon-v2.1-12b-instruct
3761,Formal,typhoon-v2.1-12b-instruct
3762,Formal,typhoon-v2.1-12b-instruct
3763,Casual,typhoon-v2.1-12b-instruct
3764,Casual,typhoon-v2.1-12b-instruct
3765,Formal,typhoon-v2.1-12b-instruct
3766,Semi-formal,typhoon-v2.1-12b-instruct
3767,Formal,typhoon-v2.1-12b-instruct
3768,Formal,typhoon-v2.1-12b-instruct
3769,Ceremonial,typhoon-v2.1-12b-instruct
3770,Formal,typhoon-v2.1-12b-instruct
3771,Formal,typhoon-v2.1-12b-instruct
3772,Casual,typhoon-v2.1-12b-instruct
3773,Ceremonial,typhoon-v2.1-12b-instruct
3774,Formal,typhoon-v2.1-12b-instruct
3775,Casual,typhoon-v2.1-12b-instruct
3776,Formal,typhoon-v2.1-12b-instruct
3777,Casual,typhoon-v2.1-12b-instruct
3778,Ceremonial,typhoon-v2.1-12b-instruct
3779,Semi-formal,typhoon-v2.1-12b-instruct
3780,Semi-formal,typhoon-v2.1-12b-instruct
3781,Casual,typhoon-v2.1-12b-instruct
3782,Formal,typhoon-v2.1-12b-instruct
3783,Semi-formal,typhoon-v2.1-12b-instruct
3784,Formal,typhoon-v2.1-12b-instruct
3785,Semi-formal,typhoon-v2.1-12b-instruct
3786,Formal,typhoon-v2.1-12b-instruct
3787,Formal,typhoon-v2.1-12b-instruct
3788,Casual,typhoon-v2.1-12b-instruct
3789,Ceremonial,typhoon-v2.1-12b-instruct
3790,Formal,typhoon-v2.1-12b-instruct
3791,Formal,typhoon-v2.1-12b-instruct
3792,Casual,typhoon-v2.1-12b-instruct
3793,Formal,typhoon-v2.1-12b-instruct
3794,Formal,typhoon-v2.1-12b-instruct
3795,Formal,typhoon-v2.1-12b-instruct
3796,Casual,typhoon-v2.1-12b-instruct
3797,Semi-formal,typhoon-v2.1-12b-instruct
3798,Formal,typhoon-v2.1-12b-instruct
3799,Semi-formal,typhoon-v2.1-12b-instruct
3800,Ceremonial,typhoon-v2.1-12b-instruct
3801,Formal,typhoon-v2.1-12b-instruct
3802,Formal,typhoon-v2.1-12b-instruct
3803,Semi-formal,typhoon-v2.1-12b-instruct
3804,Semi-formal,typhoon-v2.1-12b-instruct
3805,Formal,typhoon-v2.1-12b-instruct
3806,Casual,typhoon-v2.1-12b-instruct
3807,Casual,typhoon-v2.1-12b-instruct
3808,Formal,typhoon-v2.1-12b-instruct
3809,Semi-formal,typhoon-v2.1-12b-instruct
3810,Ceremonial,typhoon-v2.1-12b-instruct
3811,Semi-formal,typhoon-v2.1-12b-instruct
3812,Formal,typhoon-v2.1-12b-instruct
3813,Formal,typhoon-v2.1-12b-instruct
3814,Formal,typhoon-v2.1-12b-instruct
3815,Formal,typhoon-v2.1-12b-instruct
3816,Semi-formal,typhoon-v2.1-12b-instruct
3817,Casual,typhoon-v2.1-12b-instruct
3818,Ceremonial,typhoon-v2.1-12b-instruct
3819,Semi-formal,typhoon-v2.1-12b-instruct
3820,Formal,typhoon-v2.1-12b-instruct
3821,Casual,typhoon-v2.1-12b-instruct
3822,Ceremonial,typhoon-v2.1-12b-instruct
3823,Ceremonial,typhoon-v2.1-12b-instruct
3824,Ceremonial,typhoon-v2.1-12b-instruct
3825,Semi-formal,typhoon-v2.1-12b-instruct
3826,Formal,typhoon-v2.1-12b-instruct
3827,Semi-formal,typhoon-v2.1-12b-instruct
3828,Ceremonial,typhoon-v2.1-12b-instruct
3829,Ceremonial,typhoon-v2.1-12b-instruct
3830,Formal,typhoon-v2.1-12b-instruct
3831,Formal,typhoon-v2.1-12b-instruct
3832,Formal,typhoon-v2.1-12b-instruct
3833,Ceremonial,typhoon-v2.1-12b-instruct
3834,Semi-formal,typhoon-v2.1-12b-instruct
3835,Ceremonial,typhoon-v2.1-12b-instruct
3836,Semi-formal,typhoon-v2.1-12b-instruct
3837,Formal,typhoon-v2.1-12b-instruct
3838,Semi-formal,typhoon-v2.1-12b-instruct
3839,Formal,typhoon-v2.1-12b-instruct
3840,Semi-formal,typhoon-v2.1-12b-instruct
3841,Ceremonial,typhoon-v2.1-12b-instruct
3842,Casual,typhoon-v2.1-12b-instruct
3843,Semi-formal,typhoon-v2.1-12b-instruct
3844,Semi-formal,typhoon-v2.1-12b-instruct
3845,Casual,typhoon-v2.1-12b-instruct
3846,Ceremonial,typhoon-v2.1-12b-instruct
3847,Casual,typhoon-v2.1-12b-instruct
3848,Semi-formal,typhoon-v2.1-12b-instruct
3849,Semi-formal,typhoon-v2.1-12b-instruct
3850,Casual,typhoon-v2.1-12b-instruct
3851,Ceremonial,typhoon-v2.1-12b-instruct
3852,Formal,typhoon-v2.1-12b-instruct
3853,Ceremonial,typhoon-v2.1-12b-instruct
3854,Semi-formal,typhoon-v2.1-12b-instruct
3855,Formal,typhoon-v2.1-12b-instruct
3856,Semi-formal,typhoon-v2.1-12b-instruct
3857,Semi-formal,typhoon-v2.1-12b-instruct
3858,Formal,typhoon-v2.1-12b-instruct
3859,Formal,typhoon-v2.1-12b-instruct
3860,Semi-formal,typhoon-v2.1-12b-instruct
3861,Semi-formal,typhoon-v2.1-12b-instruct
3862,Formal,typhoon-v2.1-12b-instruct
3863,Ceremonial,typhoon-v2.1-12b-instruct
3864,Formal,typhoon-v2.1-12b-instruct
3865,Ceremonial,typhoon-v2.1-12b-instruct
3866,Semi-formal,typhoon-v2.1-12b-instruct
3867,Formal,typhoon-v2.1-12b-instruct
3868,Semi-formal,typhoon-v2.1-12b-instruct
3869,Formal,typhoon-v2.1-12b-instruct
3870,Formal,typhoon-v2.1-12b-instruct
3871,Formal,typhoon-v2.1-12b-instruct
3872,Semi-formal,typhoon-v2.1-12b-instruct
3873,Formal,typhoon-v2.1-12b-instruct
3874,Ceremonial,typhoon-v2.1-12b-instruct
3875,Casual,typhoon-v2.1-12b-instruct
3876,Formal,typhoon-v2.1-12b-instruct
3877,Semi-formal,typhoon-v2.1-12b-instruct
3878,Semi-formal,typhoon-v2.1-12b-instruct
3879,Casual,typhoon-v2.1-12b-instruct
3880,Formal,typhoon-v2.1-12b-instruct
3881,Semi-formal,typhoon-v2.1-12b-instruct
3882,Semi-formal,typhoon-v2.1-12b-instruct
3883,Formal,typhoon-v2.1-12b-instruct
3884,Formal,typhoon-v2.1-12b-instruct
3885,Semi-formal,typhoon-v2.1-12b-instruct
3886,Casual,typhoon-v2.1-12b-instruct
3887,Semi-formal,typhoon-v2.1-12b-instruct
3888,Formal,typhoon-v2.1-12b-instruct
3889,Semi-formal,typhoon-v2.1-12b-instruct
3890,Formal,typhoon-v2.1-12b-instruct
3891,Formal,typhoon-v2.1-12b-instruct
3892,Formal,typhoon-v2.1-12b-instruct
3893,Formal,typhoon-v2.1-12b-instruct
3894,Ceremonial,typhoon-v2.1-12b-instruct
3895,Semi-formal,typhoon-v2.1-12b-instruct
3896,Semi-formal,typhoon-v2.1-12b-instruct
3897,Formal,typhoon-v2.1-12b-instruct
3898,Ceremonial,typhoon-v2.1-12b-instruct
3899,Semi-formal,typhoon-v2.1-12b-instruct
3900,Casual,typhoon-v2.1-12b-instruct
3901,Formal,typhoon-v2.1-12b-instruct
3902,Formal,typhoon-v2.1-12b-instruct
3903,Ceremonial,typhoon-v2.1-12b-instruct
3904,Semi-formal,typhoon-v2.1-12b-instruct
3905,Ceremonial,typhoon-v2.1-12b-instruct
3906,Formal,typhoon-v2.1-12b-instruct
3907,Semi-formal,typhoon-v2.1-12b-instruct
3908,Semi-formal,typhoon-v2.1-12b-instruct
3909,Ceremonial,typhoon-v2.1-12b-instruct
3910,Semi-formal,typhoon-v2.1-12b-instruct
3911,Semi-formal,typhoon-v2.1-12b-instruct
3912,Formal,typhoon-v2.1-12b-instruct
3913,Formal,typhoon-v2.1-12b-instruct
3914,Semi-formal,typhoon-v2.1-12b-instruct
3915,Formal,typhoon-v2.1-12b-instruct
3916,Formal,typhoon-v2.1-12b-instruct
3917,Formal,typhoon-v2.1-12b-instruct
3918,Formal,typhoon-v2.1-12b-instruct
3919,Semi-formal,typhoon-v2.1-12b-instruct
3920,Formal,typhoon-v2.1-12b-instruct
3921,Semi-formal,typhoon-v2.1-12b-instruct
3922,Casual,typhoon-v2.1-12b-instruct
3923,Semi-formal,typhoon-v2.1-12b-instruct
3924,Semi-formal,typhoon-v2.1-12b-instruct
3925,Semi-formal,typhoon-v2.1-12b-instruct
3926,Semi-formal,typhoon-v2.1-12b-instruct
3927,Semi-formal,typhoon-v2.1-12b-instruct
3928,Semi-formal,typhoon-v2.1-12b-instruct
3929,Ceremonial,typhoon-v2.1-12b-instruct
3930,Formal,typhoon-v2.1-12b-instruct
3931,Ceremonial,typhoon-v2.1-12b-instruct
3932,Ceremonial,typhoon-v2.1-12b-instruct
3933,Formal,typhoon-v2.1-12b-instruct
3934,Ceremonial,typhoon-v2.1-12b-instruct
3935,Semi-formal,typhoon-v2.1-12b-instruct
3936,Ceremonial,typhoon-v2.1-12b-instruct
3937,Casual,typhoon-v2.1-12b-instruct
3938,Ceremonial,typhoon-v2.1-12b-instruct
3939,Formal,typhoon-v2.1-12b-instruct
3940,Ceremonial,typhoon-v2.1-12b-instruct
3941,Formal,typhoon-v2.1-12b-instruct
3942,Formal,typhoon-v2.1-12b-instruct
3943,Formal,typhoon-v2.1-12b-instruct
3944,Formal,typhoon-v2.1-12b-instruct
3945,Ceremonial,typhoon-v2.1-12b-instruct
3946,Formal,typhoon-v2.1-12b-instruct
3947,Semi-formal,typhoon-v2.1-12b-instruct
3948,Semi-formal,typhoon-v2.1-12b-instruct
3949,Formal,typhoon-v2.1-12b-instruct
3950,Casual,typhoon-v2.1-12b-instruct
3951,Formal,typhoon-v2.1-12b-instruct
3952,Semi-formal,typhoon-v2.1-12b-instruct
3953,Formal,typhoon-v2.1-12b-instruct
3954,Ceremonial,typhoon-v2.1-12b-instruct
3955,Semi-formal,typhoon-v2.1-12b-instruct
3956,Formal,typhoon-v2.1-12b-instruct
3957,Ceremonial,typhoon-v2.1-12b-instruct
3958,Ceremonial,typhoon-v2.1-12b-instruct
3959,Formal,typhoon-v2.1-12b-instruct
3960,Semi-formal,typhoon-v2.1-12b-instruct
3961,Ceremonial,typhoon-v2.1-12b-instruct
3962,Formal,typhoon-v2.1-12b-instruct
3963,Formal,typhoon-v2.1-12b-instruct
3964,Semi-formal,typhoon-v2.1-12b-instruct
3965,Ceremonial,typhoon-v2.1-12b-instruct
3966,Ceremonial,typhoon-v2.1-12b-instruct
3967,Semi-formal,typhoon-v2.1-12b-instruct
3968,Semi-formal,typhoon-v2.1-12b-instruct
3969,Semi-formal,typhoon-v2.1-12b-instruct
3970,Formal,typhoon-v2.1-12b-instruct
3971,Formal,typhoon-v2.1-12b-instruct
3972,Semi-formal,typhoon-v2.1-12b-instruct
3973,Ceremonial,typhoon-v2.1-12b-instruct
3974,Formal,typhoon-v2.1-12b-instruct
3975,Semi-formal,typhoon-v2.1-12b-instruct
3976,Semi-formal,typhoon-v2.1-12b-instruct
3977,Ceremonial,typhoon-v2.1-12b-instruct
3978,Semi-formal,typhoon-v2.1-12b-instruct
3979,Casual,typhoon-v2.1-12b-instruct
3980,Ceremonial,typhoon-v2.1-12b-instruct
3981,Formal,typhoon-v2.1-12b-instruct
3982,Formal,typhoon-v2.1-12b-instruct
3983,Casual,typhoon-v2.1-12b-instruct
3984,Semi-formal,typhoon-v2.1-12b-instruct
3985,Semi-formal,typhoon-v2.1-12b-instruct
3986,Semi-formal,typhoon-v2.1-12b-instruct
3987,Ceremonial,typhoon-v2.1-12b-instruct
3988,Formal,typhoon-v2.1-12b-instruct
3989,Formal,typhoon-v2.1-12b-instruct
3990,Formal,typhoon-v2.1-12b-instruct
3991,Ceremonial,typhoon-v2.1-12b-instruct
3992,Semi-formal,typhoon-v2.1-12b-instruct
3993,Casual,typhoon-v2.1-12b-instruct
3994,Formal,typhoon-v2.1-12b-instruct
3995,Formal,typhoon-v2.1-12b-instruct
3996,Semi-formal,typhoon-v2.1-12b-instruct
3997,Casual,typhoon-v2.1-12b-instruct
3998,Ceremonial,typhoon-v2.1-12b-instruct
3999,Ceremonial,typhoon-v2.1-12b-instruct
4000,Semi-formal,typhoon-v2.1-12b-instruct
4001,Casual,typhoon-v2.1-12b-instruct
4002,Semi-formal,typhoon-v2.1-12b-instruct
4003,Formal,typhoon-v2.1-12b-instruct
4004,Formal,typhoon-v2.1-12b-instruct
4005,Ceremonial,typhoon-v2.1-12b-instruct
4006,Semi-formal,typhoon-v2.1-12b-instruct
4007,Casual,typhoon-v2.1-12b-instruct
4008,Formal,typhoon-v2.1-12b-instruct
4009,Casual,typhoon-v2.1-12b-instruct
4010,Semi-formal,typhoon-v2.1-12b-instruct
4011,Formal,typhoon-v2.1-12b-instruct
4012,Ceremonial,typhoon-v2.1-12b-instruct
4013,Semi-formal,typhoon-v2.1-12b-instruct
4014,Formal,typhoon-v2.1-12b-instruct
4015,Formal,typhoon-v2.1-12b-instruct
4016,Formal,typhoon-v2.1-12b-instruct
4017,Formal,typhoon-v2.1-12b-instruct
4018,Casual,typhoon-v2.1-12b-instruct
4019,Ceremonial,typhoon-v2.1-12b-instruct
4020,Ceremonial,typhoon-v2.1-12b-instruct
4021,Ceremonial,typhoon-v2.1-12b-instruct
4022,Ceremonial,typhoon-v2.1-12b-instruct
4023,Ceremonial,typhoon-v2.1-12b-instruct
4024,Formal,typhoon-v2.1-12b-instruct
4025,Casual,typhoon-v2.1-12b-instruct
4026,Semi-formal,typhoon-v2.1-12b-instruct
4027,Semi-formal,typhoon-v2.1-12b-instruct
4028,Ceremonial,typhoon-v2.1-12b-instruct
4029,Semi-formal,typhoon-v2.1-12b-instruct
4030,Semi-formal,typhoon-v2.1-12b-instruct
4031,Semi-formal,typhoon-v2.1-12b-instruct
4032,Formal,typhoon-v2.1-12b-instruct
4033,Semi-formal,typhoon-v2.1-12b-instruct
4034,Casual,typhoon-v2.1-12b-instruct
4035,Semi-formal,typhoon-v2.1-12b-instruct
4036,Formal,typhoon-v2.1-12b-instruct
4037,Formal,typhoon-v2.1-12b-instruct
4038,Semi-formal,typhoon-v2.1-12b-instruct
4039,Formal,typhoon-v2.1-12b-instruct
4040,Semi-formal,typhoon-v2.1-12b-instruct
4041,Semi-formal,typhoon-v2.1-12b-instruct
4042,Formal,typhoon-v2.1-12b-instruct
4043,Semi-formal,typhoon-v2.1-12b-instruct
4044,Ceremonial,typhoon-v2.1-12b-instruct
4045,Formal,typhoon-v2.1-12b-instruct
4046,Semi-formal,typhoon-v2.1-12b-instruct
4047,Ceremonial,typhoon-v2.1-12b-instruct
4048,Semi-formal,typhoon-v2.1-12b-instruct
4049,Formal,typhoon-v2.1-12b-instruct
4050,Formal,typhoon-v2.1-12b-instruct
4051,Semi-formal,typhoon-v2.1-12b-instruct
4052,Ceremonial,typhoon-v2.1-12b-instruct
4053,Semi-formal,typhoon-v2.1-12b-instruct
4054,Ceremonial,typhoon-v2.1-12b-instruct
4055,Formal,typhoon-v2.1-12b-instruct
4056,Ceremonial,typhoon-v2.1-12b-instruct
4057,Formal,typhoon-v2.1-12b-instruct
4058,Semi-formal,typhoon-v2.1-12b-instruct
4059,Semi-formal,typhoon-v2.1-12b-instruct
4060,Semi-formal,typhoon-v2.1-12b-instruct
4061,Formal,typhoon-v2.1-12b-instruct
4062,Formal,typhoon-v2.1-12b-instruct
4063,Semi-formal,typhoon-v2.1-12b-instruct
4064,Formal,typhoon-v2.1-12b-instruct
4065,Semi-formal,typhoon-v2.1-12b-instruct
4066,Semi-formal,typhoon-v2.1-12b-instruct
4067,Ceremonial,typhoon-v2.1-12b-instruct
4068,Ceremonial,typhoon-v2.1-12b-instruct
4069,Ceremonial,typhoon-v2.1-12b-instruct
4070,Ceremonial,typhoon-v2.1-12b-instruct
4071,Formal,typhoon-v2.1-12b-instruct
4072,Ceremonial,typhoon-v2.1-12b-instruct
4073,Ceremonial,typhoon-v2.1-12b-instruct
4074,Semi-formal,typhoon-v2.1-12b-instruct
4075,Semi-formal,typhoon-v2.1-12b-instruct
4076,Casual,typhoon-v2.1-12b-instruct
4077,Semi-formal,typhoon-v2.1-12b-instruct
4078,Formal,typhoon-v2.1-12b-instruct
4079,Ceremonial,typhoon-v2.1-12b-instruct
4080,Ceremonial,typhoon-v2.1-12b-instruct
4081,Semi-formal,typhoon-v2.1-12b-instruct
4082,Ceremonial,typhoon-v2.1-12b-instruct
4083,Semi-formal,typhoon-v2.1-12b-instruct
4084,Formal,typhoon-v2.1-12b-instruct
4085,Semi-formal,typhoon-v2.1-12b-instruct
4086,Semi-formal,typhoon-v2.1-12b-instruct
4087,Semi-formal,typhoon-v2.1-12b-instruct
4088,Semi-formal,typhoon-v2.1-12b-instruct
4089,Formal,typhoon-v2.1-12b-instruct
4090,Casual,typhoon-v2.1-12b-instruct
4091,Semi-formal,typhoon-v2.1-12b-instruct
4092,Semi-formal,typhoon-v2.1-12b-instruct
4093,Semi-formal,typhoon-v2.1-12b-instruct
4094,Formal,typhoon-v2.1-12b-instruct
4095,Semi-formal,typhoon-v2.1-12b-instruct
4096,Semi-formal,typhoon-v2.1-12b-instruct
4097,Formal,typhoon-v2.1-12b-instruct
4098,Semi-formal,typhoon-v2.1-12b-instruct
4099,Casual,typhoon-v2.1-12b-instruct
4100,Semi-formal,typhoon-v2.1-12b-instruct
4101,Semi-formal,typhoon-v2.1-12b-instruct
4102,Ceremonial,typhoon-v2.1-12b-instruct
4103,Semi-formal,typhoon-v2.1-12b-instruct
4104,Ceremonial,typhoon-v2.1-12b-instruct
4105,Casual,typhoon-v2.1-12b-instruct
4106,Semi-formal,typhoon-v2.1-12b-instruct
4107,Semi-formal,typhoon-v2.1-12b-instruct
4108,Formal,typhoon-v2.1-12b-instruct
4109,Ceremonial,typhoon-v2.1-12b-instruct
4110,Semi-formal,typhoon-v2.1-12b-instruct
4111,Semi-formal,typhoon-v2.1-12b-instruct
4112,Formal,typhoon-v2.1-12b-instruct
4113,Formal,typhoon-v2.1-12b-instruct
4114,Casual,typhoon-v2.1-12b-instruct
4115,Semi-formal,typhoon-v2.1-12b-instruct
4116,Formal,typhoon-v2.1-12b-instruct
4117,Casual,typhoon-v2.1-12b-instruct
4118,Semi-formal,typhoon-v2.1-12b-instruct
4119,Ceremonial,typhoon-v2.1-12b-instruct
4120,Formal,typhoon-v2.1-12b-instruct
4121,Formal,typhoon-v2.1-12b-instruct
4122,Formal,typhoon-v2.1-12b-instruct
4123,Casual,typhoon-v2.1-12b-instruct
4124,Formal,typhoon-v2.1-12b-instruct
4125,Semi-formal,typhoon-v2.1-12b-instruct
4126,Semi-formal,typhoon-v2.1-12b-instruct
4127,Formal,typhoon-v2.1-12b-instruct
4128,Semi-formal,typhoon-v2.1-12b-instruct
4129,Semi-formal,typhoon-v2.1-12b-instruct
4130,Semi-formal,typhoon-v2.1-12b-instruct
4131,Semi-formal,typhoon-v2.1-12b-instruct
4132,Semi-formal,typhoon-v2.1-12b-instruct
4133,Formal,typhoon-v2.1-12b-instruct
4134,Ceremonial,typhoon-v2.1-12b-instruct
4135,Formal,typhoon-v2.1-12b-instruct
4136,Formal,typhoon-v2.1-12b-instruct
4137,Semi-formal,typhoon-v2.1-12b-instruct
4138,Ceremonial,typhoon-v2.1-12b-instruct
4139,Formal,typhoon-v2.1-12b-instruct
4140,Semi-formal,typhoon-v2.1-12b-instruct
4141,Casual,typhoon-v2.1-12b-instruct
4142,Semi-formal,typhoon-v2.1-12b-instruct
4143,Semi-formal,typhoon-v2.1-12b-instruct
4144,Casual,typhoon-v2.1-12b-instruct
4145,Formal,typhoon-v2.1-12b-instruct
4146,Semi-formal,typhoon-v2.1-12b-instruct
4147,Formal,typhoon-v2.1-12b-instruct
4148,Ceremonial,typhoon-v2.1-12b-instruct
4149,Semi-formal,typhoon-v2.1-12b-instruct
4150,Ceremonial,typhoon-v2.1-12b-instruct
4151,Semi-formal,typhoon-v2.1-12b-instruct
4152,Formal,typhoon-v2.1-12b-instruct
4153,Ceremonial,typhoon-v2.1-12b-instruct
4154,Semi-formal,typhoon-v2.1-12b-instruct
4155,Casual,typhoon-v2.1-12b-instruct
4156,Ceremonial,typhoon-v2.1-12b-instruct
4157,Formal,typhoon-v2.1-12b-instruct
4158,Formal,typhoon-v2.1-12b-instruct
4159,Ceremonial,typhoon-v2.1-12b-instruct
4160,Semi-formal,typhoon-v2.1-12b-instruct
4161,Semi-formal,typhoon-v2.1-12b-instruct
4162,Formal,typhoon-v2.1-12b-instruct
4163,Semi-formal,typhoon-v2.1-12b-instruct
4164,Semi-formal,typhoon-v2.1-12b-instruct
4165,Formal,typhoon-v2.1-12b-instruct
4166,Ceremonial,typhoon-v2.1-12b-instruct
4167,Semi-formal,typhoon-v2.1-12b-instruct
4168,Semi-formal,typhoon-v2.1-12b-instruct
4169,Casual,typhoon-v2.1-12b-instruct
4170,Formal,typhoon-v2.1-12b-instruct
4171,Ceremonial,typhoon-v2.1-12b-instruct
4172,Ceremonial,typhoon-v2.1-12b-instruct
4173,Casual,typhoon-v2.1-12b-instruct
4174,Formal,typhoon-v2.1-12b-instruct
4175,Casual,typhoon-v2.1-12b-instruct
4176,Semi-formal,typhoon-v2.1-12b-instruct
4177,Formal,typhoon-v2.1-12b-instruct
4178,Ceremonial,typhoon-v2.1-12b-instruct
4179,Casual,typhoon-v2.1-12b-instruct
4180,Formal,typhoon-v2.1-12b-instruct
4181,Semi-formal,typhoon-v2.1-12b-instruct
4182,Semi-formal,typhoon-v2.1-12b-instruct
4183,Semi-formal,typhoon-v2.1-12b-instruct
4184,Formal,typhoon-v2.1-12b-instruct
4185,Casual,typhoon-v2.1-12b-instruct
4186,Semi-formal,typhoon-v2.1-12b-instruct
4187,Formal,typhoon-v2.1-12b-instruct
4188,Formal,typhoon-v2.1-12b-instruct
4189,Formal,typhoon-v2.1-12b-instruct
4190,Casual,typhoon-v2.1-12b-instruct
4191,Semi-formal,typhoon-v2.1-12b-instruct
4192,Ceremonial,typhoon-v2.1-12b-instruct
4193,Ceremonial,typhoon-v2.1-12b-instruct
4194,Formal,typhoon-v2.1-12b-instruct
4195,Casual,typhoon-v2.1-12b-instruct
4196,Formal,typhoon-v2.1-12b-instruct
4197,Semi-formal,typhoon-v2.1-12b-instruct
4198,Formal,typhoon-v2.1-12b-instruct
4199,Formal,typhoon-v2.1-12b-instruct
4200,Formal,typhoon-v2.1-12b-instruct
4201,Formal,typhoon-v2.1-12b-instruct
4202,Casual,typhoon-v2.1-12b-instruct
4203,Casual,typhoon-v2.1-12b-instruct
4204,Semi-formal,typhoon-v2.1-12b-instruct
4205,Semi-formal,typhoon-v2.1-12b-instruct
4206,Formal,typhoon-v2.1-12b-instruct
4207,Semi-formal,typhoon-v2.1-12b-instruct
4208,Semi-formal,typhoon-v2.1-12b-instruct
